id,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev
226,227,40.0,0.5,0.1875,0.3125,6.0187,6.0178,14.4075,90.0066,89.9965,119.9993,0.3768,1.2262
227,227,40.0,0.6875,0.1875,0.125,9.7983,5.6886,14.0437,91.0465,91.2135,30.5459,0.2522,1.9125
228,12,80.0,0.3438,0.1875,0.4688,24.4406,6.3336,6.2876,89.9999,105.048,90.0001,0.3077,1.1781
229,206,80.0,0.0,0.4688,0.5312,9.8747,9.8747,9.8746,90.0029,90.0025,89.9962,0.1408,1.1986
230,206,80.0,0.0,0.4375,0.5625,9.9024,9.9024,9.9023,90.0027,90.0023,89.9964,0.1202,1.2184
231,167,30.0,0.3333,0.0833,0.5833,5.2796,5.2792,14.1134,89.995,90.0044,120.0013,0.1957,1.801
232,206,80.0,0.5625,0.3438,0.0938,9.2511,9.2507,9.2507,90.0035,90.0038,89.9969,0.1591,3.1106
233,206,80.0,0.2812,0.0,0.7188,9.9231,9.9229,9.9232,90.0007,90.0011,89.9993,0.1739,1.4595
234,206,80.0,0.75,0.0,0.25,9.3111,9.3105,9.3108,90.0016,90.0026,89.9993,0.2548,2.9121
235,33,80.0,0.1562,0.3438,0.5,10.726,9.1577,9.7806,89.9999,89.9993,90.0003,0.2266,1.3208
236,227,40.0,0.0,0.25,0.75,6.39,6.3817,15.6879,90.0141,85.8142,119.9694,0.2662,0.4244
237,33,80.0,0.1875,0.0938,0.7188,10.954,9.3288,9.9543,90.001,89.998,90.0003,0.274,1.0992
238,194,80.0,0.4688,0.3125,0.2188,6.3942,6.3939,24.0273,90.0146,90.0056,119.9967,0.3383,2.1622
239,227,40.0,0.625,0.0,0.375,6.0298,6.0279,14.7259,90.0725,87.7353,120.0427,0.4506,1.6039
240,227,40.0,0.0,0.0625,0.9375,11.1401,6.4028,16.0301,101.2298,99.6708,30.3736,0.22,0.5536
241,227,40.0,0.25,0.625,0.125,10.2624,5.8824,14.6173,96.0146,94.9815,30.1406,0.1669,1.8572
242,12,80.0,0.3438,0.3438,0.3125,24.4819,6.2462,6.127,89.9998,104.6466,90.0001,0.1734,1.855
243,33,40.0,0.375,0.1875,0.4375,5.2772,9.018,9.6441,90.0019,90.0001,90.0005,0.2014,1.8082
244,12,20.0,0.375,0.0,0.625,12.1835,3.2061,6.4421,89.9999,105.4406,90.0001,0.3497,1.2265
245,12,80.0,0.1875,0.4375,0.375,24.6278,6.3256,6.223,90.0,104.7562,90.0001,0.0985,1.5231
246,227,40.0,0.5,0.25,0.25,10.2157,5.9135,14.3717,88.4381,88.2003,30.2631,0.2523,2.0893
247,206,80.0,0.5312,0.2812,0.1875,9.3473,9.3469,9.347,90.0029,90.0034,89.9974,0.1982,2.6469
248,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0622,3.5551
249,167,30.0,0.0833,0.0833,0.8333,5.4712,5.4707,14.5184,89.9974,90.0005,120.0012,0.1559,1.1604
250,167,30.0,0.5,0.0,0.5,5.1951,5.1948,13.9368,89.9928,90.0071,120.0015,0.3187,1.9306
251,12,80.0,0.4375,0.25,0.3125,24.3844,6.2195,6.1079,89.9997,104.6791,90.0001,0.1601,1.8064
252,227,40.0,0.0625,0.625,0.3125,10.0348,5.8337,14.4476,91.4224,91.6531,30.6786,0.2074,1.1137
253,206,80.0,0.0,0.2812,0.7188,10.041,10.041,10.041,90.0018,90.0016,89.9975,0.0977,1.0297
254,206,80.0,0.0,0.5,0.5,9.847,9.847,9.8468,90.0031,90.0027,89.996,0.1335,1.2305
255,206,80.0,0.0,0.4062,0.5938,9.9301,9.9301,9.9301,90.0025,90.0022,89.9966,0.1197,1.1474
256,12,80.0,0.4062,0.5938,0.0,24.4994,6.0535,5.794,89.9996,103.8022,90.0002,0.0286,2.54
257,206,80.0,0.4375,0.0,0.5625,9.7191,9.7187,9.7191,90.0009,90.0016,89.9993,0.2362,1.6576
258,33,80.0,0.2812,0.0625,0.6562,10.8409,9.239,9.8654,90.0017,89.9986,90.0004,0.2042,1.3897
259,227,40.0,0.4375,0.5625,0.0,10.0109,5.7947,14.0043,90.6895,90.7985,30.2545,0.1565,2.3772
260,227,40.0,0.375,0.25,0.375,10.38,6.0136,14.8105,91.0081,91.1703,30.3381,0.4102,0.2269
261,12,80.0,0.25,0.2812,0.4688,24.5381,6.3603,6.3066,90.0,105.0163,90.0001,0.2805,1.1634
262,167,30.0,0.75,0.0833,0.1667,4.9604,4.9602,13.4383,89.9886,90.0123,120.0016,0.1411,3.7644
263,194,80.0,0.625,0.375,0.0,6.184,6.1838,23.6287,90.0186,89.998,120.0025,0.25,2.8953
264,194,80.0,0.0,0.5625,0.4375,6.7075,6.7072,24.6617,89.997,89.9988,119.9887,0.0619,1.2523
265,167,30.0,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0557,4.1787
266,167,60.0,0.5833,0.4167,0.0,9.8307,4.915,13.3346,89.9909,90.0103,120.0011,0.0581,3.872
267,227,40.0,0.625,0.0625,0.3125,5.9964,5.9948,14.6435,90.0731,88.0955,120.0437,0.3872,1.0386
268,206,80.0,0.5625,0.2188,0.2188,9.3619,9.3615,9.3616,90.0026,90.0031,89.9978,0.212,2.7143
269,206,80.0,0.5,0.5,0.0,9.1942,9.1938,9.1937,90.0044,90.0045,89.9959,0.1093,3.3219
270,206,80.0,0.0312,0.0938,0.875,10.1664,10.1664,10.1666,90.0009,90.0008,89.9987,0.0562,0.9854
271,167,30.0,0.0833,0.1667,0.75,5.428,5.4275,14.425,89.9978,90.0005,120.001,0.1518,1.2279
272,227,40.0,0.25,0.4375,0.3125,10.0078,5.8906,14.7054,96.8288,98.047,31.8421,0.2299,1.3492
273,206,80.0,0.1875,0.0,0.8125,10.0455,10.0454,10.0457,90.0006,90.0008,89.9993,0.1191,1.3002
274,206,80.0,0.8125,0.0625,0.125,9.1741,9.1734,9.1737,90.0022,90.0032,89.9989,0.1928,3.516
275,167,30.0,0.75,0.0833,0.1667,4.9604,4.9602,13.4383,89.9886,90.0123,120.0016,0.1249,3.5813
276,227,40.0,0.3125,0.625,0.0625,10.1235,5.8607,14.1734,90.1617,90.1902,30.2696,0.2651,2.0286
277,12,80.0,0.4688,0.2812,0.25,24.3685,6.1757,6.0374,89.9997,104.5239,90.0001,0.1501,2.0029
278,194,80.0,0.2188,0.4375,0.3438,6.5662,6.5659,24.3762,90.0079,90.0032,119.9921,0.2706,1.2299
279,227,40.0,0.5,0.1875,0.3125,6.0265,6.0258,14.2248,90.0153,90.0031,120.0022,0.357,1.2984
280,12,80.0,0.25,0.2812,0.4688,24.5381,6.3603,6.3066,90.0,105.0163,90.0001,0.1254,1.4913
281,227,40.0,0.375,0.625,0.0,10.0023,5.7923,14.2702,90.7517,90.8738,30.2984,0.1632,1.5607
282,206,80.0,0.0938,0.125,0.7812,10.0571,10.057,10.0572,90.0011,90.0012,89.9985,0.115,1.0134
283,227,40.0,0.25,0.75,0.0,5.8664,5.8661,14.3698,89.9949,90.0027,119.9988,0.1396,1.3633
284,227,40.0,0.8125,0.0,0.1875,10.0053,5.7928,14.2566,90.7304,90.8457,30.2783,0.3898,2.1147
285,167,30.0,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0459,4.1374
286,33,80.0,0.7812,0.125,0.0938,9.9832,8.5676,9.1974,90.0045,90.0021,90.0012,0.1275,3.534
287,33,80.0,0.625,0.125,0.25,10.2295,8.761,9.3896,90.0036,90.0014,90.0009,0.182,2.5762
288,33,80.0,0.5312,0.3125,0.1562,10.1694,8.7197,9.3458,90.0024,90.0017,90.0011,0.1712,2.651
289,33,80.0,0.3438,0.0312,0.625,10.777,9.1878,9.8151,90.0022,89.999,90.0004,0.2762,1.3528
290,206,80.0,0.8125,0.0,0.1875,9.2295,9.2288,9.2292,90.0018,90.0029,89.9993,0.2221,3.2995
291,206,80.0,0.375,0.3125,0.3125,9.5236,9.5233,9.5234,90.0027,90.003,89.9971,0.2071,2.157
292,227,40.0,0.5625,0.125,0.3125,10.2574,5.9086,14.5786,95.3414,94.7241,30.2455,0.2496,1.8788
293,167,60.0,0.75,0.1667,0.0833,9.8345,4.917,13.3449,89.9883,90.0127,120.0015,0.1103,3.9738
294,227,40.0,0.5625,0.1875,0.25,5.9788,5.9774,14.6079,90.0684,88.4691,120.0394,0.3733,1.4386
295,167,30.0,0.0,0.4167,0.5833,5.3622,5.3617,14.2797,89.9996,89.9994,120.0006,0.1366,1.3042
296,33,40.0,0.3125,0.25,0.4375,5.2918,9.043,9.6679,90.0013,90.0,90.0005,0.1858,1.7153
297,12,20.0,0.375,0.625,0.0,12.2659,3.0312,5.8004,89.9997,103.7911,90.0002,0.0369,2.5969
298,12,80.0,0.0625,0.8125,0.125,24.8237,6.2212,5.9923,90.0001,104.0394,90.0001,0.0838,1.7613
299,12,80.0,0.0312,0.7812,0.1875,24.8397,6.2651,6.0626,90.0001,104.2024,90.0001,0.0929,1.6029
300,12,20.0,0.125,0.25,0.625,12.3134,3.2417,6.4928,90.0002,105.3576,90.0,0.2259,1.0627
301,227,40.0,0.6875,0.1875,0.125,5.8505,5.85,14.0496,90.0045,89.996,119.9991,0.3244,1.7881
302,12,20.0,0.75,0.25,0.0,12.0711,2.9779,5.7236,89.9992,103.9258,90.0002,0.0229,3.5488
303,227,40.0,0.75,0.0,0.25,5.9078,5.9077,14.4242,90.0042,89.9915,120.0001,0.399,2.1888
304,206,80.0,0.2812,0.0,0.7188,9.9231,9.9229,9.9232,90.0007,90.0011,89.9993,0.1762,1.4528
305,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0686,3.4592
306,167,60.0,0.0,0.8333,0.1667,10.2923,5.1456,13.8125,90.0006,90.0001,120.0,0.1248,1.9408
307,167,30.0,0.5,0.0833,0.4167,5.1519,5.1516,13.8434,89.9929,90.0073,120.0014,0.3231,2.3442
308,194,80.0,0.8125,0.1562,0.0312,6.1511,6.1508,23.5281,90.0132,90.0014,120.0041,0.2678,3.4287
309,206,80.0,0.0,0.4062,0.5938,9.9301,9.9301,9.9301,90.0025,90.0022,89.9966,0.1212,1.2015
310,33,80.0,0.2812,0.1875,0.5312,10.7022,9.1341,9.7594,90.0013,89.9994,90.0004,0.2897,1.3762
311,194,80.0,0.0,0.8125,0.1875,6.5234,6.5234,24.3401,89.9947,90.0054,119.9916,0.1439,1.6164
312,33,80.0,0.1562,0.5312,0.3125,10.518,9.0004,9.6215,89.9993,90.0004,90.0006,0.1956,1.6087
313,33,80.0,0.4688,0.4688,0.0625,10.0946,8.666,9.2902,90.0014,90.002,90.0015,0.097,2.8337
314,33,80.0,0.5,0.1562,0.3438,10.392,8.8895,9.5168,90.0028,90.0008,90.0007,0.2614,2.0137
315,206,80.0,0.0,0.0625,0.9375,10.2349,10.2349,10.2352,90.0007,90.0006,89.999,0.0219,0.9466
316,12,80.0,0.0,0.9375,0.0625,24.9052,6.204,5.9412,90.0001,103.8403,90.0001,0.0107,1.8683
317,206,80.0,0.0625,0.1875,0.75,10.0425,10.0424,10.0426,90.0014,90.0014,89.9981,0.1125,0.9232
318,227,40.0,0.625,0.0625,0.3125,5.9925,5.9918,14.1593,90.014,90.0028,120.0021,0.4521,1.9285
319,33,80.0,0.25,0.1875,0.5625,10.7515,9.1728,9.7978,90.0011,89.9991,90.0003,0.1933,1.3787
320,12,80.0,0.2188,0.3125,0.4688,24.5706,6.3692,6.313,90.0,105.0057,90.0001,0.1735,1.4693
321,167,30.0,0.3333,0.0,0.6667,5.3228,5.3224,14.2068,89.9948,90.0043,120.0014,0.2162,1.6984
322,206,80.0,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,0.0398,0.9203
323,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0681,3.4939
324,12,20.0,0.375,0.625,0.0,12.2659,3.0312,5.8004,89.9997,103.7911,90.0002,0.0221,2.6663
325,227,40.0,0.4375,0.5625,0.0,9.8929,5.7466,14.2052,91.1995,91.3921,30.5998,0.1846,1.7484
326,33,80.0,0.75,0.0938,0.1562,10.0671,8.6325,9.2623,90.0044,90.0019,90.001,0.1778,2.9986
327,206,80.0,0.6562,0.0,0.3438,9.4335,9.433,9.4333,90.0014,90.0023,89.9993,0.2689,2.388
328,33,80.0,0.7188,0.1875,0.0938,10.0124,8.5926,9.2212,90.0039,90.0021,90.0012,0.1386,3.2908
329,206,80.0,0.0625,0.0938,0.8438,10.1256,10.1256,10.1258,90.0009,90.0009,89.9987,0.0882,0.9729
330,227,40.0,0.5,0.1875,0.3125,6.0277,6.0259,14.737,90.0623,88.116,120.0356,0.3777,1.4436
331,194,80.0,0.7188,0.0,0.2812,6.3644,6.364,23.9198,90.0126,90.0144,119.9983,0.297,1.7342
332,227,40.0,0.8125,0.0,0.1875,5.8514,5.8514,14.3053,90.0049,89.9913,120.0011,0.3591,1.8123
333,227,40.0,0.0,0.125,0.875,6.4641,6.4638,15.7989,89.9811,90.0195,119.9908,0.3063,0.0049
334,227,40.0,0.8125,0.1875,0.0,9.751,5.6595,13.963,90.9688,91.1228,30.5185,0.1708,2.4287
335,227,40.0,0.375,0.0625,0.5625,10.6077,6.1277,14.89,95.297,96.0902,30.0633,0.3254,0.968
336,167,30.0,0.4167,0.1667,0.4167,5.1726,5.1722,13.8849,89.9941,90.006,120.0012,0.2448,2.2734
337,227,40.0,0.5,0.375,0.125,10.0995,5.8459,14.1685,89.5385,89.471,30.2565,0.2113,2.2756
338,12,20.0,0.625,0.375,0.0,12.1361,2.9957,5.7492,89.9994,103.8806,90.0002,0.057,3.3501
339,12,80.0,0.0,0.4062,0.5938,24.765,6.5014,6.486,90.0003,105.241,90.0,0.0444,1.2108
340,167,30.0,0.75,0.0833,0.1667,4.9604,4.9602,13.4383,89.9886,90.0123,120.0016,0.1553,3.7395
341,194,80.0,0.25,0.3438,0.4062,6.6022,6.6019,24.4331,90.0099,90.0034,119.9917,0.2634,1.1712
342,33,80.0,0.1875,0.0938,0.7188,10.954,9.3288,9.9543,90.001,89.998,90.0003,0.286,1.1209
343,33,80.0,0.7812,0.0312,0.1875,10.0872,8.6463,9.2769,90.0049,90.0018,90.0009,0.1739,3.0401
344,227,40.0,0.3125,0.375,0.3125,6.0776,6.0767,14.3233,90.0169,90.0038,120.0025,0.3284,0.9525
345,12,20.0,0.25,0.75,0.0,12.3309,3.049,5.826,89.9998,103.7468,90.0001,0.0234,2.4214
346,227,40.0,0.0,0.25,0.75,10.4296,6.1786,15.1318,96.7363,97.9868,32.4294,0.2721,0.4095
347,12,80.0,0.1562,0.8125,0.0312,24.751,6.1421,5.8772,90.0,103.8047,90.0001,0.0475,2.134
348,206,80.0,0.4375,0.1875,0.375,9.5528,9.5525,9.5527,90.0021,90.0025,89.998,0.2336,1.9298
349,167,30.0,0.0,0.5833,0.4167,5.2758,5.2752,14.0928,90.0002,89.9996,120.0004,0.168,1.4916
350,33,80.0,0.4688,0.1875,0.3438,10.4066,8.902,9.5287,90.0025,90.0008,90.0007,0.2315,1.8864
351,206,80.0,0.4062,0.4688,0.125,9.3443,9.344,9.3439,90.0039,90.0039,89.9961,0.1538,2.6667
352,206,80.0,0.0,0.3438,0.6562,9.9855,9.9855,9.9855,90.0022,90.0019,89.997,0.105,1.1324
353,206,80.0,0.0,0.6875,0.3125,9.6807,9.6808,9.6804,90.0042,90.0036,89.9946,0.14,1.5483
354,167,30.0,0.75,0.0833,0.1667,4.9604,4.9602,13.4383,89.9886,90.0123,120.0016,0.1533,3.5084
355,206,80.0,0.5625,0.0,0.4375,9.5559,9.5554,9.5558,90.0012,90.002,89.9993,0.2721,2.2113
356,167,30.0,0.4167,0.0,0.5833,5.259,5.2586,14.0718,89.9939,90.0057,120.0015,0.2646,1.9311
357,227,40.0,0.125,0.5625,0.3125,10.4233,6.0396,14.8827,91.0488,91.2192,30.3538,0.2698,0.8871
358,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0714,3.3925
359,206,80.0,0.5,0.2812,0.2188,9.3881,9.3877,9.3878,90.0028,90.0033,89.9973,0.2006,2.5656
360,33,40.0,0.0,0.6875,0.3125,5.2955,9.0627,9.6812,89.9977,90.0001,90.0006,0.1336,1.426
361,206,80.0,0.5312,0.0938,0.375,9.5136,9.5131,9.5134,90.0017,90.0024,89.9986,0.2614,2.096
362,167,30.0,0.1667,0.1667,0.6667,5.3641,5.3636,14.29,89.997,90.0018,120.0011,0.1669,1.4714
363,33,40.0,0.1875,0.0,0.8125,5.529,9.4075,10.0338,90.0013,89.9973,90.0004,0.2733,1.0343
364,167,30.0,0.1667,0.4167,0.4167,5.2345,5.234,14.0096,89.9978,90.0022,120.0007,0.1527,1.8737
365,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0702,3.4502
366,194,80.0,0.9375,0.0625,0.0,6.0917,6.0913,23.3941,90.0081,90.0008,120.0062,0.2399,3.8599
367,227,40.0,0.0,0.25,0.75,10.9172,6.3294,15.5946,91.3601,91.5799,30.4068,0.3428,0.4986
368,33,80.0,0.5,0.3438,0.1562,10.184,8.7322,9.3578,90.0021,90.0017,90.0011,0.1801,2.5795
369,167,30.0,0.0833,0.25,0.6667,5.3847,5.3842,14.3315,89.9982,90.0005,120.0009,0.1496,1.3464
370,167,30.0,0.0,1.0,0.0,5.0598,5.0592,13.6256,90.0006,90.0007,119.9998,0.0725,2.3967
371,33,80.0,0.4375,0.5625,0.0,10.0399,8.626,9.2491,90.0008,90.0022,90.0018,0.0754,2.9707
372,33,40.0,0.75,0.25,0.0,4.9469,8.5014,9.1298,90.0038,90.0023,90.0015,0.0504,3.7245
373,167,30.0,0.6667,0.0833,0.25,5.0243,5.024,13.5733,89.9901,90.0106,120.0015,0.1733,3.2378
374,167,60.0,0.0,0.625,0.375,10.5083,5.2536,14.0461,90.0003,89.9997,120.0003,0.1466,1.5327
375,194,80.0,0.375,0.4375,0.1875,6.4006,6.4004,24.0576,90.0131,90.0039,119.9961,0.2436,1.7464
376,194,80.0,0.25,0.4688,0.2812,6.5099,6.5097,24.2723,90.0089,90.0037,119.9933,0.3292,1.3108
377,227,40.0,0.5,0.1875,0.3125,6.0277,6.0259,14.737,90.0623,88.116,120.0356,0.3182,1.8563
378,12,80.0,0.0,0.4062,0.5938,24.765,6.5014,6.486,90.0003,105.241,90.0,0.0824,1.1499
379,33,80.0,0.4375,0.5625,0.0,10.0399,8.626,9.2491,90.0008,90.0022,90.0018,0.0706,3.0042
380,33,80.0,0.5625,0.0,0.4375,10.4667,8.9433,9.5725,90.0037,90.0005,90.0006,0.234,2.1107
381,12,20.0,0.5,0.5,0.0,12.201,3.0134,5.7748,89.9995,103.8357,90.0002,0.0521,2.8933
382,206,80.0,0.3438,0.6562,0.0,9.2597,9.2594,9.2591,90.005,90.0048,89.9948,0.1016,2.9164
383,33,80.0,0.3125,0.4062,0.2812,10.4103,8.9118,9.5354,90.0007,90.0008,90.0008,0.1849,1.9586
384,167,60.0,0.625,0.0417,0.3333,10.1555,5.0775,13.6876,89.9909,90.0096,120.0016,0.2473,2.7655
385,227,40.0,0.0,0.75,0.25,10.4134,6.0342,14.8738,91.0486,91.22,30.3585,0.1818,1.1437
386,167,30.0,0.5,0.1667,0.3333,5.1087,5.1084,13.7499,89.9929,90.0076,120.0013,0.2936,2.2891
387,194,80.0,0.0625,0.375,0.5625,6.7788,6.7784,24.7755,90.0041,89.9963,119.988,0.2257,0.8354
388,227,40.0,0.8125,0.0625,0.125,9.665,5.6613,14.3634,99.1028,100.6816,31.3967,0.1611,2.9083
389,33,80.0,0.3438,0.5,0.1562,10.2571,8.7945,9.4174,90.0005,90.0015,90.0012,0.1379,2.3657
390,206,80.0,0.3438,0.375,0.2812,9.509,9.5087,9.5087,90.0031,90.0032,89.9967,0.1985,2.1405
391,194,80.0,0.4375,0.375,0.1875,6.3808,6.3806,24.0106,90.0144,90.0044,119.9969,0.2733,1.7267
392,194,80.0,0.5625,0.25,0.1875,6.3421,6.3418,23.9167,90.0152,90.0061,119.9983,0.3431,1.5373
393,206,80.0,0.7188,0.2812,0.0,9.1025,9.1019,9.1021,90.0035,90.0041,89.9974,0.0952,4.003
394,227,40.0,0.1875,0.5,0.3125,6.1062,6.1038,14.9709,90.0372,88.1656,120.0158,0.3907,0.5706
395,194,80.0,0.3125,0.0625,0.625,6.744,6.7435,24.6676,90.017,90.0043,119.9897,0.3056,0.8366
396,194,80.0,0.0,0.1562,0.8438,7.0069,7.0063,25.1849,90.0117,89.9843,119.985,0.159,0.7291
397,227,40.0,0.8125,0.0625,0.125,5.8122,5.8122,14.2241,90.0273,89.9798,120.0027,0.3306,2.3029
398,206,80.0,0.4375,0.4062,0.1562,9.3589,9.3586,9.3585,90.0035,90.0037,89.9965,0.1894,2.6299
399,167,30.0,0.3333,0.6667,0.0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,0.0762,3.2171
400,33,40.0,0.6875,0.3125,0.0,4.9615,8.5264,9.1536,90.0032,90.0023,90.0016,0.0373,3.5738
401,206,80.0,0.5625,0.4375,0.0,9.168,9.1675,9.1675,90.0042,90.0044,89.9963,0.1104,3.4371
402,206,80.0,0.0,0.0938,0.9062,10.2072,10.2072,10.2074,90.0008,90.0008,89.9987,0.0416,0.91
403,12,80.0,0.4375,0.1875,0.375,24.3679,6.2545,6.1721,89.9997,104.8418,90.0001,0.166,1.5852
404,167,30.0,0.5,0.25,0.25,5.0655,5.0652,13.6565,89.9928,90.0079,120.0012,0.1999,2.8972
405,227,40.0,0.9375,0.0,0.0625,5.7464,5.7459,13.6943,90.0103,90.0017,120.0033,0.2199,2.1585
406,12,80.0,0.4062,0.2812,0.3125,24.4169,6.2284,6.1143,89.9997,104.6682,90.0001,0.1219,2.0981
407,12,80.0,0.625,0.0,0.375,24.1731,6.2012,6.134,89.9995,104.9066,90.0002,0.3038,1.532
408,194,80.0,0.0625,0.4688,0.4688,6.7097,6.7093,24.6548,90.0017,89.9988,119.989,0.2102,1.1094
409,33,80.0,0.5625,0.25,0.1875,10.1894,8.7335,9.3604,90.0028,90.0016,90.001,0.2078,2.5688
410,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0688,3.6274
411,33,40.0,0.8125,0.0,0.1875,5.0363,8.6338,9.265,90.0051,90.0019,90.0009,0.2438,2.9076
412,227,40.0,0.125,0.875,0.0,5.9222,5.9226,14.4722,90.0207,89.9782,120.0033,0.3266,0.4744
413,33,80.0,0.7812,0.1875,0.0312,9.9139,8.5152,9.1444,90.0042,90.0023,90.0014,0.0729,3.7703
414,167,30.0,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,0.0988,4.2244
415,227,40.0,0.125,0.5625,0.3125,10.4753,6.0466,14.5562,83.4579,82.443,30.4837,0.2936,0.864
416,194,10.0,0.5,0.0,0.5,3.2964,3.2962,12.1828,90.0168,90.0124,119.9929,0.6121,1.42
417,206,80.0,0.0312,0.4688,0.5,9.8339,9.8339,9.8338,90.0029,90.0026,89.9962,0.1475,1.2896
418,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0592,3.7727
419,194,80.0,0.2812,0.5,0.2188,6.4537,6.4535,24.1684,90.0101,90.0038,119.9946,0.2768,1.2066
420,206,80.0,0.0312,0.0938,0.875,10.1664,10.1664,10.1666,90.0009,90.0008,89.9987,0.0637,0.9547
421,33,80.0,0.375,0.1562,0.4688,10.5891,9.0443,9.6706,90.002,90.0,90.0005,0.2729,1.6153
422,227,40.0,0.375,0.5,0.125,9.8205,5.7631,14.5164,96.9566,98.1763,31.5663,0.3335,1.5575
423,167,30.0,0.0,0.4167,0.5833,5.3622,5.3617,14.2797,89.9996,89.9994,120.0006,0.1689,1.2702
424,33,80.0,0.8438,0.0312,0.125,9.9886,8.5689,9.2001,90.0052,90.0021,90.0011,0.1402,3.3418
425,33,40.0,0.125,0.0,0.875,5.5783,9.4849,10.1107,90.0008,89.9967,90.0004,0.2441,0.922
426,206,80.0,0.5,0.5,0.0,9.1942,9.1938,9.1937,90.0044,90.0045,89.9959,0.094,3.4391
427,227,40.0,0.75,0.0,0.25,5.9079,5.9077,14.4249,90.03,89.983,120.0024,0.4167,1.4829
428,206,80.0,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,0.0426,0.8872
429,206,80.0,0.4062,0.3125,0.2812,9.4828,9.4825,9.4825,90.0028,90.0031,89.9971,0.2135,2.2313
430,206,80.0,0.0,0.8438,0.1562,9.5422,9.5422,9.5418,90.0053,90.0045,89.9936,0.1196,1.8144
431,194,80.0,0.5625,0.4375,0.0,6.2031,6.203,23.6756,90.0189,89.9981,120.0017,0.127,3.0281
432,206,80.0,0.5312,0.3125,0.1562,9.3196,9.3192,9.3192,90.0032,90.0035,89.9971,0.1898,2.8341
433,227,40.0,0.125,0.5625,0.3125,10.0532,5.9202,14.7504,96.2392,97.3545,31.8847,0.2804,0.6576
434,206,80.0,0.4375,0.3125,0.25,9.442,9.4417,9.4417,90.0029,90.0032,89.9971,0.2011,2.2819
435,12,80.0,0.4062,0.2812,0.3125,24.4169,6.2284,6.1143,89.9997,104.6682,90.0001,0.1568,1.8605
436,227,40.0,0.375,0.3125,0.3125,10.3171,5.9767,14.7204,90.9666,91.1224,30.3317,0.3991,1.1486
437,227,40.0,0.875,0.0,0.125,5.8004,5.8001,13.9365,90.0048,89.9942,119.9996,0.3976,1.5434
438,206,80.0,0.5312,0.25,0.2188,9.375,9.3746,9.3747,90.0027,90.0032,89.9976,0.2069,2.5689
439,206,80.0,0.4375,0.3438,0.2188,9.4143,9.414,9.414,90.0031,90.0034,89.9969,0.1973,2.426
440,33,80.0,0.5938,0.0312,0.375,10.3828,8.8784,9.5075,90.0038,90.0009,90.0007,0.2788,2.0221
441,206,80.0,0.375,0.3438,0.2812,9.4959,9.4956,9.4956,90.0029,90.0031,89.9969,0.2152,2.2016
442,227,40.0,0.375,0.3125,0.3125,10.3073,5.9614,14.4098,83.8387,82.858,30.6779,0.3224,1.4148
443,33,40.0,0.8125,0.0,0.1875,5.0363,8.6338,9.265,90.0051,90.0019,90.0009,0.1699,3.1744
444,33,40.0,0.4375,0.0,0.5625,5.3319,9.098,9.7263,90.0029,89.9996,90.0005,0.2567,1.7134
445,194,80.0,0.6562,0.3438,0.0,6.1745,6.1743,23.6052,90.0183,89.998,120.0028,0.2574,3.0491
446,206,80.0,0.875,0.125,0.0,9.0371,9.0364,9.0366,90.0029,90.0038,89.9985,0.0866,4.53
447,33,40.0,0.625,0.375,0.0,4.9761,8.5513,9.1775,90.0026,90.0023,90.0017,0.0804,3.4935
448,33,80.0,0.2188,0.2188,0.5625,10.7661,9.1852,9.8098,90.0008,89.999,90.0003,0.255,1.2841
449,12,80.0,0.2812,0.5,0.2188,24.5716,6.2115,6.0436,89.9999,104.3742,90.0001,0.1745,1.8732
450,167,30.0,0.0833,0.0833,0.8333,5.4712,5.4707,14.5184,89.9974,90.0005,120.0012,0.1489,1.2047
451,12,80.0,0.3125,0.4375,0.25,24.5308,6.2201,6.0692,89.9998,104.4695,90.0001,0.0826,2.0494
452,206,80.0,0.5625,0.125,0.3125,9.445,9.4446,9.4448,90.002,90.0026,89.9984,0.242,2.4395
